url,datetime
https://x.com/elon_docs/status/1844387521167266170,2024-10-10T14:40:26.000Z
https://x.com/MarioNawfal/status/1844340772797026554,2024-10-10T11:34:41.000Z
https://x.com/elonmusk/status/1844435610590986360,2024-10-10T17:51:32.000Z
https://x.com/elonmusk/status/1844426831564505456,2024-10-10T17:16:39.000Z
